"state","city","revenue"
PE,altinho,363.8
PE,amaraji,476.89
PE,aracoiaba,78.67
PE,araripina,2169.58
PE,arcoverde,515.8
PE,barra de guabiraba,486.4
PE,barreiros,1381.16
PE,belem do sao francisco,654.5
PE,belo jardim,1578.63
PE,bezerros,1337.29
PE,bodoco,202.8
PE,bom conselho,1624.93
PE,bom jardim,477.7
PE,bonito,1235.79
PE,brejo da madre de deus,410.8
PE,buenos aires,247.9
PE,buique,235.0
PE,cabo de santo agostinho,2877.95
PE,cabrobo,921.79
PE,caetes,122.9
PE,calcado,199.0
PE,camaragibe,3642.88
PE,camocim de sao felix,362.9
PE,camutanga,295.8
PE,canhotinho,367.0
PE,capoeiras,143.0
PE,caraiba,416.89
PE,carpina,2194.76
PE,caruaru,9535.69
PE,catende,1630.18
PE,cha de alegria,79.99
PE,cha grande,164.89
PE,condado,944.8
PE,correntes,169.9
PE,cortes,249.89
PE,cumaru,330.99
PE,cupira,39.9
PE,custodia,584.88
PE,dormentes,946.8
PE,escada,2658.43
PE,feira nova,480.78
PE,ferreiros,95.0
PE,flores,230.7
PE,floresta,454.58
PE,gameleira,1657.98
PE,garanhuns,4107.48
PE,gloria do goita,516.99
PE,goiana,606.93
PE,gravata,1970.99
PE,iati,628.99
PE,ibimirim,144.89
PE,igarassu,1287.82
PE,ilha de itamaraca,524.44
PE,inaja,369.4
PE,ipojuca,1605.2
PE,ipubi,400.47
PE,itambe,394.78
PE,itapetim,280.8
PE,itapissuma,290.8
PE,itaquitinga,64.89
PE,jaboatao dos guararapes,21850.16
PE,jaqueira,578.99
PE,jatauba,126.89
PE,jatoba,498.25
PE,joao alfredo,215.49
PE,joaquim nabuco,234.87
PE,jupi,604.9
PE,jurema,29.5
PE,lagoa do carro,746.77
PE,lagoa do ouro,305.9
PE,lagoa dos gatos,969.99
PE,lagoa grande,1018.36
PE,lajedo,988.09
PE,limoeiro,511.59
PE,macaparana,144.88
PE,machados,89.9
PE,mirandiba,221.89
PE,moreilandia,230.9
PE,moreno,763.5
PE,nazare da mata,99.99
PE,nossa senhora do o,401.0
PE,olinda,13149.78
PE,orobo,99.9
PE,oroco,294.9
PE,ouricuri,2246.86
PE,palmares,1393.72
PE,panelas,161.79
PE,parnamirim,1884.22
PE,passira,374.98
PE,paudalho,878.9
PE,paulista,5736.77
PE,pedra,267.68
PE,pesqueira,667.79
PE,petrolandia,1520.49
PE,petrolina,14313.0
PE,pocao,299.99
PE,pombos,105.0
PE,quipapa,230.0
PE,quixada,134.9
PE,recife,89352.31
PE,riacho das almas,203.9
PE,ribeirao,316.4
PE,rio formoso,215.6
PE,salgueiro,2315.95
PE,saloa,1231.0
PE,sanharo,1748.0
PE,santa cruz,263.9
PE,santa cruz do capibaribe,2664.87
PE,santa filomena,160.0
PE,santa maria da boa vista,412.08
PE,santa terezinha,259.9
PE,santo antonio das queimadas,84.99
PE,sao benedito do sul,39.99
PE,sao bento do una,1328.39
PE,sao domingos,114.94
PE,sao joao,427.0
PE,sao joaquim do monte,79.0
PE,sao jose da coroa grande,218.9
PE,sao jose do belmonte,228.9
PE,sao jose do egito,444.7
PE,sao lourenco da mata,1239.86
PE,sao vicente ferrer,199.98
PE,serra talhada,2053.18
PE,serrita,428.9
PE,sertania,343.29
PE,siriji,39.99
PE,sirinhaem,571.88
PE,surubim,546.87
PE,tabira,986.88
PE,tacaratu,204.89
PE,tamandare,49.0
PE,taquaritinga do norte,2129.9
PE,terezinha,39.99
PE,terra nova,209.99
PE,timbauba,567.67
PE,toritama,1072.79
PE,tracunhaem,677.99
PE,trindade,4084.8
PE,triunfo,219.0
PE,tuparetama,309.8
PE,venturosa,1228.9
PE,vertentes,23.99
PE,vicencia,268.0
PE,vitoria de santo antao,2455.15
PE,xexeu,87.5
PI,agua branca,132.9
PI,alegrete do piaui,149.9
PI,altos,1345.39
PI,alvorada do gurgueia,37.0
PI,amarante,760.0
PI,angical do piaui,29.99
PI,avelino lopes,72.89
PI,baixa grande do ribeiro,159.99
PI,barras,210.88
PI,bertolinia,411.0
PI,bocaina,114.9
PI,bom jesus,925.1
PI,buriti dos lopes,268.9
PI,caldeirao grande do piaui,110.0
PI,campo alegre do fidalgo,194.98
PI,campo grande do piaui,155.99
PI,campo maior,993.66
PI,canto do buriti,599.5
PI,castelo do piaui,422.6
PI,caxingo,29.0
PI,cocal,1106.77
PI,conceicao do caninde,155.44
PI,corrente,1489.9
PI,demerval lobao,15.0
PI,eliseu martins,408.98
PI,esperantina,414.66
PI,floriano,2424.02
PI,francisco santos,20.9
PI,fronteiras,1308.8
PI,gilbues,296.0
PI,guadalupe,1313.7
PI,ilha grande,139.9
PI,inhuma,78.0
PI,isaias coelho,170.0
PI,itaueira,105.28
PI,joaquim pires,12.97
PI,jose de freitas,257.9
PI,lagoa de sao francisco,68.99
PI,lagoa do piaui,84.99
PI,lagoinha do piaui,115.0
PI,luis correia,115.0
PI,luzilandia,161.8
PI,marcos parente,13.65
PI,matias olimpio,600.0
PI,nova santa rita,13.98
PI,novo oriente do piaui,152.01
PI,oeiras,553.44
PI,parnaiba,4060.01
PI,paulistana,862.67
PI,pedro ii,364.8
PI,picos,3598.56
PI,pimenteiras,102.5
PI,pio ix,149.99
PI,piracuruca,235.9
PI,piripiri,537.28
PI,redencao do gurgueia,179.8
PI,regeneracao,790.97
PI,rio grande do piaui,24.9
PI,santa cruz do piaui,119.99
PI,sao joao do piaui,1571.79
PI,sao jose do divino,579.0
PI,sao jose do piaui,149.9
PI,sao lourenco do piaui,152.49
PI,sao miguel do tapuio,534.0
PI,sao raimundo nonato,2145.39
PI,sebastiao leal,24.99
PI,simplicio mendes,16.6
PI,teresina,49757.43
PI,uniao,329.0
PI,urucui,638.97
PI,valenca do piaui,1043.0
PI,varzea grande,12.5
PR,abatia,167.89
PR,adhemar de barros,139.0
PR,adrianopolis,73.9
PR,alexandra,31.9
PR,almirante tamandare,4255.69
PR,altamira do parana,259.1
PR,alto alegre,167.99
PR,alto alegre do iguacu,74.7
PR,alto paraiso,56.99
PR,alto parana,389.9
PR,alto piquiri,412.0
PR,alto sao joao,54.99
PR,altonia,494.9
PR,amapora,129.9
PR,ampere,1769.67
PR,andira,1462.18
PR,angulo,294.7
PR,antonina,2077.57
PR,apucarana,7283.7
PR,arapongas,6617.96
PR,arapoti,966.97
PR,araruna,429.97
PR,araucaria,5086.1
PR,areia branca dos assis,462.54
PR,assai,861.57
PR,assis chateaubriand,1200.31
PR,astorga,411.77
PR,balsa nova,19.45
PR,bandeirantes,1728.2
PR,barbosa ferraz,497.9
PR,barra do jacare,57.9
PR,barracao,19.99
PR,bela vista do paraiso,515.49
PR,bituruna,433.38
PR,boa esperanca,129.0
PR,boa esperanca do iguacu,35.9
PR,boa vista da aparecida,202.47
PR,bocaiuva do sul,49.89
PR,bom jesus do sul,199.9
PR,bom sucesso,89.9
PR,borrazopolis,259.59
PR,cafeara,233.0
PR,cafelandia,1755.11
PR,california,103.8
PR,cambara,863.17
PR,cambe,3858.67
PR,cambira,432.0
PR,campina da lagoa,519.7
PR,campina grande do sul,1152.47
PR,campo bonito,79.9
PR,campo do tenente,55.9
PR,campo largo,3894.89
PR,campo magro,39.8
PR,campo mourao,7228.55
PR,candido de abreu,360.8
PR,candoi,43.0
PR,cantagalo,114.99
PR,capanema,602.59
PR,capitao leonidas marques,407.78
PR,carambei,390.8
PR,carlopolis,755.4
PR,cascavel,23695.62
PR,castro,2847.19
PR,centenario do sul,369.13
PR,cerro azul,182.18
PR,ceu azul,382.56
PR,chopinzinho,142.38
PR,cianorte,4803.77
PR,cidade gaucha,478.79
PR,clevelandia,138.5
PR,colombo,7531.9
PR,colonia castrolanda,824.03
PR,colonia jordaozinho,843.4
PR,colonia vitoria,294.91
PR,colorado,1022.78
PR,congonhinhas,433.6
PR,conselheiro mairinck,67.0
PR,contenda,89.9
PR,corbelia,733.8
PR,cornelio procopio,2234.17
PR,coronel domingos soares,89.0
PR,coronel vivida,856.87
PR,corumbatai do sul,27.49
PR,cruz machado,441.77
PR,cruzeiro do iguacu,129.99
PR,cruzeiro do oeste,825.39
PR,curitiba,211320.38
PR,curiuva,295.7
PR,diamante d'oeste,289.9
PR,diamante do norte,391.25
PR,doce grande,49.49
PR,dois vizinhos,2409.52
PR,douradina,99.9
PR,doutor camargo,211.05
PR,doutor ulysses,122.0
PR,eneas marques,151.68
PR,engenheiro beltrao,76.8
PR,entre rios do oeste,93.89
PR,espigao alto do iguacu,158.9
PR,farol,126.99
PR,faxinal,848.05
PR,fazenda rio grande,4655.49
PR,fenix,44.99
PR,figueira,928.78
PR,flor da serra do sul,197.1
PR,florai,387.39
PR,floresta,729.79
PR,florestopolis,492.7
PR,florida,69.9
PR,formosa do oeste,69.9
PR,foz do iguacu,11586.38
PR,foz do jordao,49.0
PR,francisco beltrao,7491.38
PR,general carneiro,401.48
PR,godoy moreira,1049.0
PR,goioere,1935.28
PR,grandes rios,128.99
PR,guaira,820.48
PR,guairaca,63.8
PR,guamiranga,214.0
PR,guapirama,89.9
PR,guaraci,651.9
PR,guaraniacu,385.97
PR,guarapuava,8625.45
PR,guaraquecaba,49.9
PR,guaratuba,1821.88
PR,ibaiti,1057.36
PR,ibema,134.9
PR,ibipora,1303.38
PR,icaraima,27.9
PR,iguaracu,525.7
PR,iguatu,137.9
PR,ilha dos valadares,67.99
PR,imbau,124.2
PR,imbituva,740.67
PR,inacio martins,242.99
PR,inaja,56.9
PR,indianopolis,262.79
PR,ipiranga,110.89
PR,ipora,194.89
PR,irati,2455.22
PR,iretama,117.3
PR,itaguaje,138.8
PR,itaipulandia,195.17
PR,itambaraca,269.8
PR,itambe,269.9
PR,itapejara d'oeste,1049.9
PR,itaperucu,635.84
PR,ivai,610.77
PR,ivaipora,516.75
PR,ivate,273.98
PR,jaboti,160.7
PR,jacarezinho,1356.86
PR,jaguapita,759.05
PR,jaguariaiva,1665.58
PR,jandaia do sul,1839.25
PR,janiopolis,265.97
PR,japira,363.79
PR,japura,408.5
PR,jardim alegre,118.38
PR,jardim olinda,139.0
PR,jesuitas,556.55
PR,joaquim tavora,317.98
PR,jundiai do sul,337.97
PR,juranda,40.9
PR,jussara,29.49
PR,kalore,429.99
PR,lapa,2039.2
PR,laranjal,27.99
PR,laranjeiras do sul,3595.56
PR,leopolis,18.9
PR,lindoeste,164.3
PR,loanda,1704.36
PR,lobato,498.54
PR,londrina,46106.49
PR,luiziana,149.85
PR,lunardelli,214.89
PR,lupionopolis,209.75
PR,mallet,786.65
PR,mambore,780.24
PR,mandaguacu,3222.0
PR,mandaguari,5039.15
PR,mandirituba,92.65
PR,manfrinopolis,111.0
PR,mangueirinha,1794.67
PR,manoel ribas,631.65
PR,marechal candido rondon,3638.56
PR,marialva,2573.17
PR,mariental,1799.0
PR,marilandia do sul,159.9
PR,marilena,89.99
PR,mariluz,308.99
PR,maringa,37613.29
PR,mariopolis,154.99
PR,maripa,361.97
PR,marmeleiro,698.44
PR,matelandia,57.98
PR,matinhos,2862.15
PR,mato rico,72.9
PR,maua da serra,129.99
PR,medianeira,3007.04
PR,mercedes,213.9
PR,missal,2490.76
PR,moreira sales,345.67
PR,morretes,762.98
PR,munhoz de melo,953.89
PR,nossa senhora das gracas,54.8
PR,nova america da colina,58.99
PR,nova aurora,575.89
PR,nova cantu,199.9
PR,nova esperanca,1499.98
PR,nova esperanca do sudoeste,84.99
PR,nova fatima,254.89
PR,nova laranjeiras,208.1
PR,nova londrina,743.53
PR,nova prata do iguacu,1049.78
PR,nova santa barbara,113.0
PR,nova santa rosa,398.88
PR,novo itacolomi,90.0
PR,ortigueira,993.29
PR,ourizona,143.8
PR,ouro verde do oeste,14.9
PR,paicandu,943.16
PR,palmas,1921.38
PR,palmeira,2013.32
PR,palmeirinha,58.92
PR,palmital,179.0
PR,palotina,872.76
PR,paraiso do norte,187.82
PR,paranacity,178.15
PR,paranagua,9244.45
PR,paranapoema,89.99
PR,paranavai,7282.39
PR,pato bragado,86.7
PR,pato branco,9047.64
PR,paula freitas,474.9
PR,paulo frontin,560.9
PR,peabiru,704.74
PR,perobal,80.0
PR,perola,272.74
PR,perola d'oeste,619.9
PR,perola independente,84.9
PR,pien,330.4
PR,pinhais,8711.82
PR,pinhalao,1894.94
PR,pinhao,920.28
PR,pirai do sul,601.29
PR,pirapo,75.27
PR,piraquara,1604.51
PR,pitanga,532.7
PR,planaltina do parana,10.75
PR,planalto,353.7
PR,ponta grossa,18923.38
PR,pontal do parana,1084.26
PR,porecatu,735.42
PR,porto amazonas,58.79
PR,porto rico,299.0
PR,pranchita,158.67
PR,primeiro de maio,1216.67
PR,prudentopolis,839.09
PR,quatigua,251.7
PR,quatro barras,1763.66
PR,quatro pontes,149.0
PR,quedas do iguacu,842.25
PR,querencia do norte,79.9
PR,quinta do sol,118.99
PR,quitandinha,368.9
PR,rancho alegre,89.9
PR,rancho alegre d'oeste,117.3
PR,realeza,1264.26
PR,reboucas,361.27
PR,renascenca,279.6
PR,reserva,308.6
PR,reserva do iguacu,14.0
PR,ribeirao claro,492.69
PR,ribeirao do pinhal,328.0
PR,rio azul,383.7
PR,rio bonito do iguacu,462.8
PR,rio branco do sul,399.67
PR,rio negro,2105.87
PR,rio verde,159.9
PR,rolandia,6061.03
PR,roncador,158.98
PR,rondon,262.98
PR,rosario do ivai,29.0
PR,sabaudia,5.9
PR,salgado filho,155.7
PR,salto do itarare,259.9
PR,salto do lontra,766.49
PR,santa amelia,160.0
PR,santa cecilia do pavao,56.99
PR,santa cruz de monte castelo,706.22
PR,santa fe,877.8
PR,santa helena,628.15
PR,santa isabel do ivai,425.9
PR,santa izabel do oeste,319.89
PR,santa lucia,48.9
PR,santa margarida,49.9
PR,santa mariana,311.25
PR,santa monica,332.88
PR,santa tereza do oeste,364.9
PR,santa terezinha de itaipu,328.94
PR,santana,122.99
PR,santana do itarare,53.9
PR,santo antonio da platina,1140.61
PR,santo antonio do caiua,256.3
PR,santo antonio do sudoeste,159.95
PR,santo inacio,65.9
PR,sao carlos do ivai,93.0
PR,sao clemente,139.8
PR,sao joao,872.09
PR,sao joao do ivai,193.9
PR,sao joao do triunfo,263.72
PR,sao jorge d'oeste,89.9
PR,sao jorge do ivai,352.52
PR,sao jorge do oeste,34.9
PR,sao jorge do patrocinio,89.9
PR,sao jose da boa vista,118.99
PR,sao jose dos pinhais,15064.15
PR,sao mateus do sul,1933.95
PR,sao miguel do cambui,59.9
PR,sao miguel do iguacu,1288.2
PR,sao pedro do iguacu,117.3
PR,sao pedro do ivai,424.74
PR,sao sebastiao da amoreira,45.0
PR,sao tome,234.07
PR,sapopema,154.98
PR,sarandi,2063.93
PR,saudade do iguacu,263.79
PR,sede alvorada,119.0
PR,senges,487.39
PR,serra dos dourados,65.0
PR,serranopolis do iguacu,274.89
PR,sertanopolis,918.8
PR,siqueira campos,1178.09
PR,sulina,29.9
PR,tamarana,103.9
PR,tamboara,8.99
PR,tapejara,355.9
PR,teixeira soares,545.69
PR,telemaco borba,4693.49
PR,terra boa,683.79
PR,terra rica,644.67
PR,terra roxa,561.07
PR,tibagi,293.77
PR,toledo,10053.64
PR,tomazina,348.8
PR,tunas do parana,198.9
PR,tupassi,19.9
PR,turvo,112.1
PR,ubirata,582.18
PR,umuarama,5770.52
PR,uniao da vitoria,5081.93
PR,urai,283.9
PR,ventania,166.77
PR,vera cruz do oeste,431.56
PR,vere,598.39
PR,vila nova,85.47
PR,vila reis,69.9
PR,vitoria,28.99
PR,vitorino,49.0
PR,wenceslau braz,188.0
PR,xambre,511.0
RJ,angra dos reis,18893.04
RJ,anta,241.88
RJ,aperibe,1464.94
RJ,araruama,17199.19
RJ,areal,1152.18
RJ,armacao dos buzios,4836.4
RJ,arraial do cabo,5237.89
RJ,arrozal,833.89
RJ,avelar,606.0
RJ,barao de juparana,28.49
RJ,barra de sao joao,2440.85
RJ,barra do pirai,5543.41
RJ,barra mansa,19998.97
RJ,belford roxo,13932.95
RJ,bemposta,32.0
RJ,boa esperanca,1399.99
RJ,boa ventura,14.9
RJ,bom jardim,2189.45
RJ,bom jesus do itabapoana,3405.91
RJ,bom jesus do querendo,149.0
RJ,cabo frio,17182.67
RJ,cachoeiras de macacu,1958.25
RJ,california da barra,871.97
RJ,cambiasca,22.99
RJ,cambuci,2042.79
RJ,campos dos goytacazes,34360.46
RJ,cantagalo,1932.48
RJ,carapebus,696.97
RJ,cardoso moreira,500.02
RJ,carmo,1493.19
RJ,casimiro de abreu,3458.33
RJ,comendador levy gasparian,603.69
RJ,conceicao de macabu,1668.47
RJ,conrado,104.9
RJ,conservatoria,864.09
RJ,cordeiro,2604.86
RJ,corrego do ouro,28.9
RJ,duas barras,14.89
RJ,duque de caxias,34261.78
RJ,engenheiro passos,250.89
RJ,engenheiro paulo de frontin,449.12
RJ,glicerio,405.99
RJ,goitacazes,1116.34
RJ,governador portela,349.8
RJ,guapimirim,2678.16
RJ,ibitioca,169.99
RJ,iguaba grande,2348.6
RJ,ipiabas,568.87
RJ,itaborai,7134.27
RJ,itacurussa,59.9
RJ,itaguai,6417.74
RJ,italva,1285.99
RJ,itaocara,1720.65
RJ,itaperuna,6963.57
RJ,itatiaia,1526.46
RJ,jaguarembe,33.99
RJ,jamapara,32.0
RJ,japeri,4458.27
RJ,japuiba,1017.58
RJ,laje do muriae,219.0
RJ,macae,31274.9
RJ,macuco,69.9
RJ,mage,16186.65
RJ,mangaratiba,974.84
RJ,marica,15289.97
RJ,mendes,1240.75
RJ,mesquita,9171.03
RJ,miguel pereira,3602.2
RJ,miracema,1643.24
RJ,monnerat,284.84
RJ,mussurepe,99.99
RJ,natividade,2645.37
RJ,nilopolis,13778.17
RJ,niteroi,117607.22
RJ,nova friburgo,28024.89
RJ,nova iguacu,60234.09
RJ,papucaia,1126.77
RJ,paracambi,6691.95
RJ,paraiba do sul,2949.57
RJ,parati,2779.7
RJ,paraty,2780.77
RJ,passa tres,63.85
RJ,paty do alferes,2234.66
RJ,penedo,89.9
RJ,petropolis,33214.2
RJ,piao,56.99
RJ,pinheiral,2165.19
RJ,pirai,2218.16
RJ,porciuncula,936.88
RJ,portela,229.9
RJ,porto real,1484.6
RJ,pureza,49.9
RJ,purilandia,166.99
RJ,quatis,483.69
RJ,queimados,6156.75
RJ,quissama,1527.67
RJ,raposo,584.7
RJ,resende,13545.25
RJ,rio bonito,4402.01
RJ,rio claro,380.98
RJ,rio das flores,558.68
RJ,rio das ostras,20268.71
RJ,rio de janeiro,987163.17
RJ,sacra familia do tingua,119.8
RJ,santa isabel do rio preto,739.9
